                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.797,                 2.8102,                 1.5589,                0.00313,                0.93939,                0.13392,                 0.0573,                 2.1773,                 3.3715,                 1.8879,                0.00062,                0.00062,                0.00062
